14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
0,1,1,1,1,1,1,1,1,1,2,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
10,11,11,11,11,11,11,11,11,4,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,5,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,5,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,5,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,1,1,1,1,1
14,14,14,14,14,14,14,14,14,5,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,5,3,11,11,11,11
14,14,14,14,14,14,14,14,14,5,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,5,7,14,14,14,14
14,14,14,14,14,14,14,14,14,5,8,1,1,1,1,1,1,1,1,2,14,14,14,14,14,5,7,14,14,14,14
14,14,14,14,14,14,14,14,14,10,11,11,11,11,11,11,11,11,4,7,14,14,14,14,14,5,7,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,5,7,14,14,14,14,14,5,7,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,5,7,14,14,14,14,14,5,7,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,5,7,14,14,14,14,14,5,7,14,14,14,14
14,14,14,14,14,14,14,14,14,14,0,1,1,1,1,1,1,1,9,7,14,14,14,14,14,5,7,14,14,14,14
14,14,14,14,14,14,14,14,14,14,5,3,11,11,11,11,11,11,11,12,14,14,14,14,14,5,7,14,14,14,14
14,14,14,14,14,14,14,14,14,14,5,7,14,14,14,14,14,14,14,14,14,14,14,14,14,5,7,14,14,14,14
14,14,14,14,14,14,14,14,14,14,5,8,1,1,1,1,1,1,1,1,1,1,1,1,1,9,7,14,14,14,14
14,14,14,14,14,14,14,14,14,14,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
